record_id,seconds,header_sha256
A0031,22.0,1100aacca5fbfdef7b3267b332324f61e59210348875f8084d5959ec623d8cb3
A0032,20.0,3c22aa0cc87ce6f21c57b88660654cce8dbf437671494ca93a7fbee46486cf09
A0033,10.554,75463e5d8639dc873f8b49451257fec02470f4de983ccc69b9d1b95d7d4bc43a
A0034,10.0,c552c370e611dd28d4165f2666f8e5671fc03832241fd7201603c47eb8cb6bd9
A0035,11.0,c22ffe405402dd26b5d1c622f9f5e4f145ea6001d12b3d6a9603fb8541100226
A0036,31.374,048d14f68157630a639b1f276d007b5c46d40dd217b96f47cf8d2fd8169c04b0
A0037,10.0,31ba4770252ad41fd969cb71febeba333cb896fb8f49f2f435e822cb3c67a6c1
A0038,10.568,eb33383878da46738be7382ae92f9a85b6f5aa0bb86a8ee0c441e7f276e6b1da
A0039,10.0,a974c43ae27206cbaf680789ab33cd36454259f9ee5a0f0c17b5926b3e0db32b
A0040,31.0,6b8deea4e824faed1b1d5e15387de6a70a8bf389decb5987f830e1696faa5e30
A0041,10.0,cbddffe0de4ee5532bff085556a94119f5331238a976ec34ce27040a7e207375
A0042,12.0,f973a7d4b326a4e5bb541aa142d092a02dcc983abbd7355ac426fc008581240f
A0043,15.0,3f7653a7820162a03fbd4e057d1cf0a92afce1f270941964d06d0a96da61f032
A0044,10.0,e954657d4fa020fdbcefd1318a3b5a3583fa3beef32160c8f2db1211727180e4
A0045,10.0,8346ff8f4ab6c375e6ac74f1695f60232f2ceded268a75ca37652e3399d5b83b
A0046,35.596,88e6f407e9e1a7b7fc72b81f352bce3159c05177c15e60c511284c3a18cbe34d
A0047,19.042,baaa8a4e0152ac76c07991e46a2d878b4d34fe4b11f42c882926eb6bab488ef0
A0048,11.614,e51289a24b3b98ff25a5bc0b3b455dc28c4ffed6b941e50c657a85b3cc4f5be6
A0049,10.0,ff44679fa19fdb624c45a9a5d058307152a6814a914f76e66ab9abea598f307a
A0050,13.546,9e6c08166c4d88173dbb8fed4307512a4052ba7773e56f2056b98e1f742861a2
A0051,10.0,369403e8cdc423f9c5f00b14eebf8995d6b57d361d6d9001838fcde8dd648564
A0052,10.0,f65830d2056a92e0c2787d56468f135d5ccef22e41902a9906c2cd86f678605d
A0053,10.0,4da7aa73c98f3f23e5b6835e91ccdc6126e2c64a2a61bc09bb7be2ecffb7ea37
A0054,11.0,3194b0a37eaac1aee5dad4f8758902e5c90fb322b586b66f2078c0dd19e90339
A0055,46.58,a5400d29ac6140c7021277055c718e4a81d5fabd9f66aadc0321db457f89bd20
A0056,10.8,7338fc454bf9b390cf33430f4be983ea10cc6e28e03ed4647fdd4d5b7feaf0c5
A0057,17.0,279ee75d5cc6bad8e9492812f9a51757c0ae8741c1ad2d9a491224cb57911422
A0058,46.1,f43412bc2300e7bce0fabef6d38d7b2ecbe88232bdccef90c623f558cc2eef31
A0059,20.0,43d7f5bf4ecb489686f4b4e3e85b651b0a464cfb1dcdfc438a8eb1027d308dea
A0060,11.406,e3832afd09f30620c3bdaff8579f672f908871be5ae44c50b53402ccc966c58b
A0061,10.0,032fd7228989e05321188fea6f7d21716e58a4d7cf20ec1210d00937d2f74703
A0062,30.298,6bae7b195cee6120686cff0902e24a532884bd472fa82feb1dc9f3180b183c28
A0063,12.758,c44e2524d1b87c28d5c6ca692f2660d182c76ecedce81bda12462a6101d38588
A0064,10.0,88c06a3bbb2d88328e9b72eb125bdb1431cf1f6f36874b3e31189c0e67c93d3b
A0065,11.0,3f8a1ea9d22dd04f75118d53f87d24c39c03db6ade2367a27b9d1adaaedb9ec8
A0066,10.0,a3cb742fc937bae77fe320db80797d46c39f7837d18b0a9d23720aad33e64496
A0067,18.0,0ff27b5f50872cb1fba524bd057677fcc45d8dde23d46cd057926820b92b28cc
A0068,10.0,f34a2a44e9b988044373a334d9e6eba459afeccda965dfbb5221f33324776ca0
A0069,41.302,4bf9460632d951e6986229e13316fd9ba633b098fc2120617c5e6854e8556238
A0070,12.0,a7507d61ec78baf5bb6a53c09a733aa365acd81ca4a016fa83419fbe565959c4
A0071,17.0,408c9f6f5787ff9e7e94dbb64c399aca4061a9d0c147b900b508e9b9a37c6606
A0072,16.0,b820cc02fb95cdb22aa8ce3cb96070475b3eda945b47e271509bdbd921483f80
A0073,10.0,136cb3475323af8a0ca460be8f0d451f70798763b391729d0d23e249da628692
A0074,10.0,286c028a86724250ebbabfaf2b954a7f09dc61731082c3ebb63146d0fda99bfc
A0075,10.0,51452a742f6c06aeeb277aa36f06051f2558438402c850cec177c6413d481c7a
A0076,27.0,686b48988543bab32742677a6c714f97d6d79dd9644a1d48fe35ef4a048de85d
A0077,15.0,3f9a551eb4134d32997c6467f272e7f6f5180c99851c2cde566373dea8e2e99b
A0078,10.0,e85d6d67113deed67a36fbe0ff76a16d34dcd08a4194d75a4dd0756180aedd28
A0079,10.0,0529295471a437fc8b26b9acc03bc325529e0e54322ae111261cd3fb6c381664
A0080,50.54,be65310e822f41306ccdcb400b54b8749d71a65fddbab5d9c448949f2974f165
A0081,13.0,fb4ab42e5e4dbefb4553ea57d2655235bfa76477c19045d2f2873e3b53f7826d
A0082,12.376,02eaa58f0bea460bdd1daab84337e51aa6e00ff3b929ac59a7dbf62b5f363da6
A0083,10.0,0509f6c31bf74edc29745eafa906436a08eda539da2d6fc0f2068f2c136cc65c
A0084,57.112,fbdcc9aca4229e826e3957276d43876ff2b202685f5945b3daa1c15d31e458a6
A0085,11.316,4c052cda9248f98ed7333f4e0cfd53b31cb8338ca72dcdcc417229de31fedb9c
A0086,15.0,c9bc49d78bec941614b80c3e67cdf8b0e30c476275c9d0c0a73a734b5c35a1b0
A0087,13.0,4ff8fb03778696001b902943dc832ee3e1264766d5498e21b20db1a0bb3efb73
A0088,10.0,8bc04173b4a975e831a7f13312c0b4cf9e074e38ec019e71680277eada9beca5
A0089,10.0,b359e5bcc3d5931d51c48cf0d748b4a40a6e5da68a37080d9e6be2a18b81694a
A0090,10.0,c6462a2d445c69c5944515ae6370440ff2dbed2ab49a8cebfc2b2310e5aa29af
A0091,15.0,2e8856b95da85a88d9210f3cc605e85acc163ee5e01998e3aeaaac0b7d0a0eaf
A0092,14.136,d74b68b3edd5430a860c4677ff996aa76dfa7e92db2f967fa2fa6f0d386c07f4
A0093,10.0,0765de03b11dfd97166fe905d36cea9b7afe24aaaad4afd3e7950b79b71d9e83
A0094,14.0,6be1d74fda71c94ae3b6b3c67db90a464383046f56ea77ced6834125b51da63f
A0095,12.0,b8efd004a1469ea63695b3f7fcf2ebaa1bbba327d9fd91df004590fcf74d7745
A0096,35.212,977764de78a83d73e787fcd54395dedfe00ad57b7e3b6054c823ff863c505304
A0097,14.01,434365c4f87d303930f3402004d37a67b8c997cbee7b3fd2876d94a602b3e3e6
A0098,18.0,6a3d7179bb939bba4eb98d86649c08c8cac8675e1625a80aa913c52fe5e4c6b2
A0099,20.0,040e8b1df725ff8dc78004a884d3d47da2599d69624c59bc6c3adfc67cc5e525
A0100,10.0,b85512686ae4b71f76a6f68a45c74282ce0a224acbf55dd614d355058a96b060
A0101,10.0,4b65ca9a7c243e3d5c76e6937711a34cc196c1682c7b6adc72bfe4a3d0d13119
A0102,10.0,e0317827d0f0ce2807b72324744923d76486e63ee878bc38f9d5809908a7d0f5
A0103,20.0,df658c5b83bd13c1ec7b850667b53385394fe13cf10bd0685bf545d363c136ac
A0104,12.422,ad3ae168b12571efb12afac8d56b5cc54f77cacd6bc5edd5adeee948816e921f
A0105,12.0,32360b8f109a3c503b6d53251c319ad2163c28bd9db91fe0729a8bbc0b93a9c7
A0106,10.0,0d8c5c680d65163b91e6f033f487de57b6721eb14ab6c1e7bb21538122ef5444
A0107,10.0,fefe707c0655ff8294c485fdae1e73de4658a59f148620bc0936ee8001b3d722
A0108,13.0,3224859d75bd1cbf14f9d6f27ef946cc426d85ed4ba8853b5dcc415846e18c0c
A0109,10.0,088d57b37236e2832d6d665bf6e19657fefa45935b7c546c2ed1bd2908ef6063
A0110,15.0,6428595a3672fa2d5bccf3bb22ae41c78b4244033a027df1482a4ad4a378fb86
A0111,31.0,3849fb61a86abfda6408bc30021d62b3a6688246868fdd79bdf6bde4bc6b8fc5
A0112,10.0,7ded2ac65de265022879af7cc7bcffdac9abbdcb00b7a2f86be0cf98cb19de02
A0113,60.0,bc8cfc6782b4a0e11101adad39784690df59978347e5f9317599d90eb97237a6
A0114,10.49,2811927133fa5348859c75401d3711f216be964f03f2069e53cbcd6d533838ab
A0115,29.68,fe7655a72612f13342ef75088c09df870d810a9903740f73846807734ff578c6
A0116,27.0,d2b8645873a7fcf546a2b177bcf1c892f0a385f42c29e4557c8e72cafdffbb45
A0117,10.0,caf2752a965079423510d2b654d4d3ff21bb6c5e324e170d946cf7688b87a671
A0118,15.966,40ff110053948f0bc254fa82e419c40dd3bcac6cda82217d545f229907bfe781
A0119,12.0,ad69f99a84a4741281fc5c350e9cbdedcf320ad409c14a02c1b8d3feddd8842a
A0120,11.0,431758c2e189b17f3967075505e353fda44b15e95ff729758241da81caa87869
A0121,10.0,db85730c631cda0cc48ae62928a5e7cc052dadc084b506b3a84cac1834f6df83
A0122,37.0,a001e3c7ba9b4ca9a93f47480124d8d985dc74cb081d750af6a6b1ebaa983f76
A0123,10.0,91736d2f157efe7e55449185149a34daaab7a05bf2e5c64f6667e1b2c6012e6a
A0124,12.0,1e160239b74091e3bad41baa6c560d1def91da641e06c2d11c30f837fb485c67
A0125,12.0,02df25435fcf04b629692cd94ea058965be6c9f6b28ab58b72b3e7131a2136c3
A0126,14.542,8315f88d2deffe5f920c79aeee3f365b737b2a75b4ef77a552bcb16998e64e04
A0127,18.028,6c73140f54f1a917a3009a8b48f5a90d182e60fd514e08687edf28de5a0ccead
A0128,12.25,017f9bcdc85b82cef75412f467a05692c7c056de52d2f125121da4a972993b8e
A0129,15.708,321c3b8440c35f568db0d2b516bdc46fb75c43b7a27d816ce5b696d47d401d13
A0130,10.0,ef7308c4e3ab0ae703761b0fc168fec43b8610e79f06b1db632299b86e979bbe
A0131,10.0,eb50479873dc86d1f96b7835bfebb168d55efc2aee361dc233e8b3c1bc4de556
A0132,10.0,052a3a934789a61d69574bdcaeadd08616437b9b87f753a578393a9608701638
A0133,20.0,92e703dc4bd384f2c8fa96174eb56eab43fcf9ab98ed83e82c4326bf18b696c2
A0134,13.0,6ae01bb0128fe5c0953a9d6fff5e329c631b38abb775bedaffefbfdd3d096c36
A0135,10.0,10140509523897cce19b449526888d8c84d85acae09320640aa67df6b9e40181
A0136,14.118,82838a462fb23e659776d2c17c8163a99baa30cdb0f6a2f6f62dd5f9a379c7ef
A0137,10.0,5fcdc94a67da512b9ac8e2ebe370ea6def3af5fd801846eff05c57ff88cdf088
A0138,12.076,1519bf03e43ffc470511b4b3eb1eea4f9501a16ef9b2379a2e71a753a495d93b
A0139,13.336,f17b40309c72ce6b9a4e3b4b2325bf078fcb8c6abe58cd857f43faee6653c168
A0140,12.654,d03ff33ad62e1b620d81f0e31e1722b2785c52e38c9082cc091dd5763939621e
A0141,26.922,b478e8456d41734b29a0d06b3bf2ccd651775de7cad36c0e93cc9d0a90ca56d0
A0142,15.0,583dcfbd835e84203fb10b3463cd0a799284cffaccdbcdfdd6a03e7924da2081
A0143,22.0,3dad2678190a37d3c962ab12d571433a611927fd9ea01588382b0abf6a604d19
A0144,10.0,4070fe002177e37bdcecd4175937611311551efe9139623d66dde1876459dfcd
A0145,41.0,4886af55426b4123a369dd8e14fc48b41d11f6b25c520cdc4f0f8c1a96ae93b9
A0146,13.998,a567eb55bd21102c129462b61c41f390d40574713dc3d38659b61f45df507e22
A0147,17.49,3ea647b6b33475a7d60a44ad6b741b800a7c6023ba1c499bb2bebf026e6085e6
A0148,20.0,bbc094dfe6f7ebf661558bf391f0c16adf909a29c23f64ed31283746eb2da339
A0149,15.0,0ff2faa72fbc9fb20dd667487558ce9d58ac2c51835495c6f0cae19bfef9aa10
A0150,16.0,f1248152825a8690d37609b306ecb001b168ca8dbabe59b18ec0ac7362390ef0
A0151,18.354,7b26244d32250437bf9bce7c1da93111463a0e1679a6119f0391ac5120f92b57
A0152,10.984,ccd95266a1f8d88272f838f9932e3c6e8d9f388fcf17c8cabcc0571150c1db93
A0153,15.0,9ff556cafb4dae4bde2b9c0523db64fd131fc9327a7725d33f9a3c51293d89b8
A0154,11.924,bd62d3a7925e778be507ed63499883a64139a8ceaf08a2e80f273d6220a32351
A0155,10.0,84deb2a446c6ff1c38be6dc9eb0d275f2ab292e9f4e418bc0a53fabeea9bd750
A0156,12.414,aa5c665b202fa80f15a01b5c9be8e64f8988975783e789dc25be5415f64a9373
A0157,13.0,f79e66fb9635809c1d098b518b94aebb537081eb03f2b8cc8b11b19554030ddf
A0158,15.464,9b071a668424dc1d9aa7584e587a452329e0bb0cdf3c31c0bc67d6c09bde5b79
A0159,35.784,212950563e882ea8c288251d60ebdab20dd7a69b860e8103b71e9fcfbbcca6f9
A0160,11.596,451bae323c2ffc36e841670935468f0fdfa3f75f878a9d27fa0b46abe71d5c0a
A0161,10.0,7e6cdf612db9cf8df28bd1c3c96c669ae02e38d711a7801f7a51c8b632c2fdf8
A0162,10.0,7c9334b3107e118857c98d3e770e28f9ae8b6a62027001a641538d61082e3d8c
A0163,26.464,d1061daf087c1fbab3f6232cac507790de5d3cf26e9e37150732032b62997884
A0164,10.0,2c463a666c2ab8c1d820c79c5fd6d878102fb9defc82c4c346ce28a0c0aa4172
A0165,10.0,57289acf373dcd87c46699cab136aff753c1b97807fcceba7c00846097d349e5
A0166,64.0,157ea494daa01083ce985fac5887b1bfa2b2b6cb57ff088c67c75637838fdb58
A0167,10.0,f6ef51ac74b52d9706e614c76cea7e6db5fd3774c074b3a0256f35b5c38c7818
A0168,10.0,7538729fec3cf76ad3d4ea98300b719bc41d3b8572124ea919a2e3e3303e2e1e
A0169,10.0,45d0f50a1a0cf5a2eac70e473a3d1f73f549227d6ced7caf39f739556a96e2cc
A0170,13.0,0d4261abf9ffe0ba288e74999344af186cdf260ee3961818c3dd2f9f7561dadf
A0171,14.0,5b02c7be9129affc33cf67899e245a4873881c3e0b0f37d8e19cbf3c3c455659
A0172,11.034,b1557f7f43c279a9d39ee8be22fe19e8ddeb75223c3a9dcf2a1be12a5fe3d181
A0173,41.56,3cb1716c5c13a13d6cdfe37b0b3b0056ed3daf983dd813ba6ae495cf2f0744df
A0174,11.0,5cedf854fda30e07ae01c13a5789a4f1e9d916ec7d570001c4785fb82ce1aa2c
A0175,20.0,a000fee9e3869320f294d345685fb77b0558fcffc3c880d1c1bc815184813fa1
A0176,10.0,e80e2f857c945fc865157fca004271454848b792343ea0ab06511b7dee7f9049
A0177,34.462,d5402dbe7a182402900fa1beaf6fa53db279ba45da27d2d3cb440552edf67099
A0178,10.0,dfa17391880ab2e29d79005a4269ff59f4443a593847f9e5410c3701c1b65acd
A0179,14.0,77e486b9dbe9d622628df776a2b41d7b3620c9b47df797faae53170f8a244aa6
A0180,10.0,75b8562da06619550408d38cab1c4a65aa72187ea6ff57996275a00d78b682f1
A0181,11.748,7ea85a169eeef4b3f7a01fb25cf37998c7e0556b31a1590c9a62215b6dbb061a
A0182,18.0,0bcb693b6e479d265a080c256ee183b13df0840bbf63babf95a18be2697e5e5e
A0183,42.704,849d7ccfeba60a35706d352512311c0f20e4c4d885c29ebe103b56d3409bbeb8
A0184,23.0,16c86c828cac5bec1c2a67455d30e6eb0a057363bc793f54c7f231b3578af729
A0185,22.0,1e672fb5884966ba03b8ba52e7831fd0900ddfb00b132c174f168793d6ac6938
A0186,12.0,69b0263a246086897e15a84d52d3c8779fed45e92159c9afae7f431278982393
A0187,10.388,863c0c317b70dbc3227668795e523228dd09f1ebb7667d2a082b3039c86e90f6
A0188,18.0,f722d3e5e5500ac5f135a8532e5044868c7fc923174e64468e0642e98d768875
A0189,10.0,ab70435236fedced8561cc8b2ba0b37fd724922e6c12fc0cf3e801cc4b20875e
A0190,20.0,a9365e5e7cce95c792829029c7489bb48701fa9ec810dfa9956fd4a378143216
A0191,12.374,07e6880265f445bbccd27eb26497e62f0a526f608cb0e7f9dc0750a3df6422bc
A0192,10.0,8cd0b7f09beb2086ae9a6f879becebe384141697a8a68541f2de0e74d909ce27
A0193,10.0,71bec30fe18a24aa340a8f92bb7f74760c2e3b2adb0f140a2940dfc114b84567
A0194,14.732,0f7c25418e048bfcd5fa9b71572aa410f62d701680f7b690c0186c254f3cc5d0
A0195,11.464,97459ae417439e335fbfea56acb48423d600ebe0ef04e51536d91484bec8a450
A0196,13.05,ed003035f9e5603f734d583db6b4e61b94f20cf92590c08b783b532449d3c096
A0197,10.0,721c5028b2e7cb80641062f0818512dc76df988a0e2c344b43dc152246e1a5f0
A0198,10.0,831444968d60ece634f436437ce76349fecf0e583888668b1a92cf246a7d8923
A0199,10.0,2b351a21b48b8864382772cdb3b6083ab8139c52fc363676661bac3f2455c03b
A0200,12.112,3e5b1031f459627ff8413a4c773c53b77f8f249a40dfb0796bc7e77640416e16
A0201,15.0,14bc5de231a4e013ecec870a77403e98599207e254045f10a6268e56cf9e62b6
A0202,10.55,9d6f867e25eb6e7e7dbb788009bd899adc889d09643c4ba64b13bf1f1c3fd18d
A0203,16.532,29749738f49e97003fe476fd74880f41b4ac1ab4fbbf9b1ff3874c068cf1c2de
A0204,28.0,579b15908f7beb3ec85b0b257a1c3d62c6d2f27daa37e64addb6a1d1d8bc003d
A0205,12.0,60d01f30769a39eb3ec370cff4363cfd85cda2ec415ac742b2f2dfd86bedfeed
A0206,20.0,3d5927f64446bb8ffef79865e707e2de59f76a5b3f9c9866d275bae755b12bb7
A0207,10.0,0b703c2177e8a650b212cc6d25b94c767d0057cbedfaa545c494b059a9690920
A0208,15.0,38ab2d744eb3567adbbdbfd8a948591fcfabf7f770259a94e74aa349a19ddcf2
A0209,13.0,9fde23c876d1c9c02c53610eb779fa1a484a9db66a29ce60c04e1a55d62eb4aa
A0210,15.0,bfd8d2d4f8cfc6d8bea3e82f17af1b47d506620e4175fcbd0ea0006e6c9127de
A0211,14.0,18b59cf9a60c5c596e07464afcf68b645682d8cf158fa7e9449f33cd9433cebc
A0212,28.0,e9825974d00ed04a8faf9f1c4f8a695bf5d1f499928ef15a08484f7f784f8218
A0213,20.0,6be42a0ebdabc6e407000a924802748c7a130f1f2c7f2c29b4dba89792c7d339
A0214,28.0,8971a73bfd9ad1a9ef8195a5ee44ae62f3acb6e5ef8e77d3c31e14d6a742ceee
A0215,10.0,5523644d65385674a22e89787e893ca348ce551d450ec16005e23660f43b9800
A0216,10.596,f636a659e84073700d6b8364a8bb1aaff60c31a4131ef6208a875da5441bca53
A0217,10.0,c8cb5f3e2b129c3cec22927cf73f722e60f388de7b434553b2bda42b7114ede7
A0218,10.0,e95ecc1df881be37987f1af6cba683ff50eee69d507760fb976e1c3059cb225f
A0219,11.968,5ae5ff3c0572ee6e028706411af80fbe8510506ebc6f41b0ff249c2210d5b196
A0220,28.0,ebbcd5dd80f52787be0d3265c4d1b5dc0ccdba5648da58b301e7e532d3177e0f
A0221,34.602,ecf1c1fe82d26a0858fc5af10337381cd97a1282709604dbc87f0a2fe3c7d158
A0222,20.0,009a1e6cbb8c32f564efd863d64c9f2f2fa261c1d5ff1171b9f63c512d56909e
A0223,10.0,29fb1e87383c8f8e56b961ac3ece9c395a3e495bd8b55b67598761ade2d935b7
A0224,16.0,930a5940c09634e671e2bd97bc54bc28828f6869aba47555e7944d80b86e9ee8
A0225,12.0,7658da3d15f3b6ed656c7d1a48c209fd94a0bb5fe2f56724e56fdf359aa783ee
A0226,10.0,28f6c3716378c4bbc8f1a44a438cc37f23cd8cfa1b5ca5e0644ca8cb2b0bd54c
A0227,10.0,1a96309a4f459cff3c4af5e298a1413b187db56848258f0c5ee7dc59926bc993
A0228,10.0,c738b96e1edb9e7dac02568c5013d462b8525230b45697aa5fbf9541f6a852b9
A0229,10.0,f4076bba8eaaefa653177c976147456d229c365b3063a8150ce03266c0328c18
A0230,11.374,3ddea0fd57e24a762e97074721a6040cce784ae91b76a1a67dabdb1f5bc8bab5
A0231,14.0,f83a50b1c8c059393938e6ab9f64b6ecba9db3a85da347663129848942debbaf
A0232,14.114,5a51a615b1ec787c45ef63bd544edee36959f32bd0bb718e70a78824e3ccdebd
A0233,24.0,af216d83a3873deb94e96ebc8e7fd5b01de0cfba2c08f04aad45bc0b9b02d65b
A0234,12.296,7a4462262a2afd0a44768b57796223ecbf00d51eda31b37dce439ba6f9a75f07
A0235,10.0,7d022bdae79581279810434065ce45d77855f6dae1d8a48ff7b9056196f2bf56
A0236,22.0,a0fc83026e8c72a726c5b6adf2d1e8c4b7a9edb553d210ff8a6481feec4246eb
A0237,15.444,a055ff4fb4dd76650258ca5e1f215f9063afa6d6b71360c132f98fedb4ab1716
A0238,14.0,b49a01df246cb54328cb8ce71d7aa4e68041fbb0fce250c19b6499b15aa75e52
A0239,12.012,8cb39de844844cf798358987a44f52692bd160c0ed8ca1ff73c3c906d002f3cb
A0240,9.998,10c97361fac5712574f7ffe5d930ea7774c44483ed77a695a86327b11539460c
A0241,48.872,6c9ab1c171eda4894990441959301c4e1320a8d0e5c3d259fdba368fc8315224
A0242,12.0,867bfcbb1bcff012addef218e9be16b42cbb112600afa3298ecda3d3fa88fda2
A0243,14.0,753c4ad1bb65f96afce33ab0ade6e974a0be7fb995df2570961e4abd9f17f899
A0244,11.0,87ebb2b31eb7a31a13fb748b64d53ef3171000882d6cd12acfe24f8d9efe3fd4
A0245,10.0,293a209f5befb2064c0cbaba17efed309fd6b157379d4fca6e6d877df65f6fca
A0246,11.256,f0326fd64e9824160dc259e87d42e0fb6967273b13bc8a6a48a7f0b60b7c35a0
A0247,10.0,68036f0bd61ade14d865bec30d83bee7ecb6735fa4e52d958bcdd290103234d9
A0248,11.0,84fb3b9193be2488584f72e7b43919a6868e2c467773e00e22577e28c4fded80
A0249,10.0,26c0668a4fac9671a84d6426bc94eb4d044ac3b26c99498d26c37428b544402b
A0250,10.0,3799ca09273fd6f3495a2cba1f315d98597e1f880004ec90edca3edc7ea8f32c
A0251,10.0,9ad44526544e1e971ea062e370b3436d5e81449b06800e03227eb961db3bec58
A0252,17.06,7069f16093a2dbe471089cb0d4be19d5389c302761093397b2a97097fa3dcd07
A0253,10.0,e1da0ecf40114f74bfd052da6693211b830ed1c3daeb0ddfc96c726d1d94b5ee
A0254,14.0,77d91db0fe39e6efb64d5e7e049c9c6f85e9c7aaa6e8287b9dd4fae737db054f
A0255,34.542,924eadd7ec5ae3e31bded7843144409ef9626c229082f6f1c1e2e86942b9dec0
A0256,10.0,50d1093529d23e5257f3b74ca9e197ed4c78d3c677468cd364e7c4855a3e539b
A0257,10.0,166bd79ded5abb6033be734d2bc76cff02abc95a2a3bed8e084c72f0cabd28e2
A0258,10.0,8bdd0ff15f548f25d1c86a9ec7131a401f9c2d36c3a105907ee37fcb3cbcfbb4
A0259,11.946,78e5f97ace9a93665f51fe7a5d7ee6f695b908dcf0be88a42fe569d6112a4238
A0260,10.0,29f5c92de77aea9b2d003c28bc080641af85963ecb953e68aab6881095081122
A0261,21.0,a121fcf2cfa17d89fe2c465f71302a809293860ab632832146ed4744025dbdb1
A0262,18.0,ca03496d5dca7ce923d7180e58c2388cee57441fdc6bf283c66c42d25ab8a5d0
A0263,13.59,47b3b2ea5cd8d9d9e511ab69b41c0abe313b31461526fac74a1d148364ac836e
A0264,10.0,d20546a4ccc4b66ae4b02c96b61cb797e1ba1c0a4381f77759067219daad43a6
A0265,11.0,d88a2844597128a575c94de5a03783b2ac567413cf2e082d55dd7ff85792472e
A0266,26.0,1b6ba19a42771a073c4aa66e1005fa0da2300bbfdfe947140703de00eea5954e
A0267,13.0,eb1a33dc324e15b01777b3bb357c49a852bc6e4fc0adf2115a6a52d2f08f681f
A0268,10.532,06eecffa6b81cd9e83c35e2567a558da8616bd96be3cf4aa795a732b056cc201
A0269,15.632,63d84fe11ed97d14af6428e755a024f5b5088bd8fa0174cd641b197d17366c5b
A0270,10.0,3c0bd9c3c95ec616af9653fe26c7dd0291fe6143943f360861c4d2a244a0986a
A0271,10.0,5ecd451e4119f1b20b6802258eafa94c6ad1aa389fbc7beef3d7ff102e2465d7
A0272,10.0,60e908e2b6f4b2746afd0d3abcc0a594f7bac27a0efc361db4866a28d7abcc67
A0273,28.0,394f359a5abc049c752439e757573a78b2354a1198fa9ebab4b59f4ebe7e3a8d
A0274,26.0,d668b614924c04377b249e19986e7710bf3656da5da84a0100689a335c601c46
A0275,10.0,1d63a03a70fd2a4e4893ad50892349c73c3c5dc4fe332b5a4c38be88324f5d87
